LocationId,WellID,OBJECTID,PointID,OSEWellID,OSEWelltagID,HoleDepth,WellDepth,DepthSource,CompletionDate,CompletionSource,MeasuringPoint,MPHeight,CasingDiameter,CasingDepth,CasingDescription,DrillerName,ConstructionMethod,ConstructionNotes,AquiferType,AqClass,FormationZone,StaticWater,WaterNotes,Status,CurrentUse,StatusUserNotes,MonitoringStatus,OpenWellLoggerOK,MonitorOK,SampleOK,DataSource,Notes,MonitorGroup,WellPdf,MonitorStatusReason,HydrographInterp,PrimaryUseSite_USGS,PrimaryUseWater_USGS,SSMA_TimeStamp
AB9A8879-539C-4C65-A52C-056918505831,D26D2C35-6E53-4009-91FF-3365632CBF37,9975,NM-06498,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313GRBG,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5E88A
40A881A6-C617-46F5-B0F6-00F21D5F75C8,DDBA89C4-30F2-4B14-A3E0-338BE469E8C6,24878,NM-21401,,,49.0,49.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,O,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,,0x000000001FF5E89C
CBFD7988-0BC7-4015-A9C9-057D6D689951,1DE71FC7-06BC-4D0C-8341-33D0F37BF197,14478,NM-11001,,,,359.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,P,U,0x000000001FF5E8CD
78AD75F4-83B0-3D4B-A195-0355EFC913FF,6685C180-F011-8246-A293-3402C19DB1E3,37772,WL-0050,X,,,,,,,Port plug in TOC,-5.73,0.55,,,Driller_7081fe79,,ConstructionNotes_aabfeff2,,,112QTBF,,WaterNotes_0bc0144d,C,D,StatusUserNotes_6f35cbb3,I,0.0,0.0,0.0,,Notes_55df8348,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5E8EA
FBB9A0D4-64F4-4BDA-8B7D-0377E4BC416F,6EDD8FB2-530D-4E25-8A16-340CB55647B8,28668,NM-25191,,,,1540.0,A,1949-08-03 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5E8F0
C95777CD-A9EB-470B-901E-030F554E8543,B6D526D1-887C-4ACB-811E-343A148EDD11,17454,NM-13977,,,,244.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313SADR,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5E905
A9B1F388-0FB7-49B0-B647-05E0B2B2930F,3D59DDE4-AF46-4E00-85F6-3451D5E27153,9476,NM-05999,,,,275.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5E912
8F5FF7C4-1D75-4810-8FEF-02B8AD08A807,09D19909-108A-4AB4-AD91-34787DCEBD6F,22909,NM-19432,,,355.0,355.0,A,1978-01-10 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,112SNTF,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5E929
741A2743-1EE1-4AD4-99DD-00A22B3F1891,09FEB51F-7BAD-471B-B90D-347CCACB09D9,21242,NM-17765,,,180.0,180.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5E92D
65AC0C39-DDE3-497B-A5D5-0053958A197E,14EDD152-BD1B-4DFB-AFB1-34A727AF1E95,29258,NM-25781,,,,51.0,A,1978-07-12 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5E946
9F52215B-F98C-4623-AB24-0431A9BEF20A,71BEF70A-822E-47BF-BAB0-34B9FC9A5BFA,37585,WL-0015,CR-05150,,245.0,245.0,D,2009-11-01 00:00:00.000,D,TOC,-0.78,0.42,245.0,,Driller_e8d527bb,A,ConstructionNotes_3e851701,,,,120.0,WaterNotes_23ba4e77,C,D,StatusUserNotes_6f35cbb3,W,1.0,1.0,1.0,,Notes_8f73e4a7,0.0,WL0015.pdf,MonitorStatusReason_c9915973,,,,0x0000000029A0EFE0
0A1D2B73-6715-4987-9A17-060A43103E5E,D537072D-0960-48BA-A1B9-34F2B841D606,17917,NM-14440,,,,317.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,310GLOR,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5E96B
DA69778B-2DC9-4EA5-BE3E-0047D77D750B,BE86EFC5-753D-4CF8-B238-355CB44B5CA3,28546,NM-25069,,,,255.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5E9AF
723C920E-1C9F-480E-8BD0-003585564316,A24F135C-B86B-4000-AD55-35B4497DD183,23561,NM-20084,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231CHNL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5E9D8
21743587-1F95-4DE0-A3C6-01569BC4E21C,776EAAF9-C4BF-4471-8FC1-35F6C3DFC3FA,19967,NM-16490,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5E9F5
4EFC2B7E-E65F-40E6-836A-04ABC0087B23,0779A9E9-0700-41F9-AEB8-36173DE5171B,22082,NM-18605,,,,170.0,A,1950-09-01 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231SNRS,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EA0B
C1AFC662-7F17-42AD-9A9D-0003F9FD14DA,112E8B52-E925-4EB0-A824-36BA528ED565,39505,SB-0561,X,,,1177.0,A,,,Entered zero for MP height for calculated fields. Actual MP hgt may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,210CRCS,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,Texas Water Development Board,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5EA6A
264F4F99-11FD-4264-8EE4-0596366BD6D5,3113F548-4F86-4C68-BDE3-36E1B4BF7989,28215,NM-24738,RG-07141,,,276.0,A,1951-07-01 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,0.47,276.0,,Driller_3481ae7c,,ConstructionNotes_08d4810a,,,121TSUQ,218.0,WaterNotes_435b51e3,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,NM24738.pdf,MonitorStatusReason_c9915973,,W,H,0x000000002666E70A
D3E993CE-E1E3-45CF-AAFA-055EE469AB72,5A0B123A-94AB-456B-94D0-371FFF08CCBF,21686,NM-18209,,,,246.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EA9E
085659C0-3C2E-4499-B908-0397F35B475D,9F56FF36-8B3E-4A93-ADA8-3799C86CC16D,18092,NM-14615,,,,134.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,U,U,0x000000001FF5EAE3
1FF39D5A-253A-450D-8930-03065199430D,7233F391-C161-47B6-9F3E-382268A2AFD4,9615,NM-06138,,,34.0,34.0,A,2009-02-18 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,U,,110AVMB,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,U,0x000000001FF5EB24
A650D9A3-1924-4282-B3DB-0249095BB689,70619B74-8A18-410D-AD02-3825455E318B,15615,NM-12138,,,,154.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5EB25
431B8A4E-FD5D-4589-A991-00B866638263,18F43C6A-60D5-43D1-9F72-38285198D905,1292,QU-022,RG-61625,,139.0,139.0,D,1995-03-07 00:00:00.000,D,Top of clamshell,-4.62,0.48,139.0,,Driller_bb6ed5cf,A,ConstructionNotes_08d4810a,,,,68.0,WaterNotes_72c2ec36,,,StatusUserNotes_6f35cbb3,BC,0.0,1.0,1.0,,Notes_fed2a18d,0.0,QU022.pdf,MonitorStatusReason_c9915973,,,,0x000000002666E8A5
80BD819B-9192-4349-81E7-036FB45FE931,1AB05955-3BC6-468F-89C8-382BBD41A50A,11188,NM-07711,,,,48.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,U,U,0x000000001FF5EB28
CBD76C35-7D65-440D-BC41-0066A9D5DB41,570FA8C7-5351-4A32-919A-3845A18FC8CE,9930,NM-06453,,,2000.0,1820.0,A,1967-03-01 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,U,U,0x000000001FF5EB34
A0017619-9598-4423-B4F1-026E9EE045FD,C94E7998-9198-4584-A8FD-38871FDBCF3B,37033,NM-27765,,,,197.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5EB5E
E98D3DDA-7A1E-49EB-82C7-040DC75E8104,5AD74899-D401-4925-892B-390B0E1ABA6B,35115,ED-0128,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,0.5,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110ALVM,,WaterNotes_7f64cdd6,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,"GW3: Geology and Ground-Water Resources of Eddy County, NM (1952) G.E. Hendrickson & R.S. Jones, NM Bureau of Geology",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5EBA8
26C3CDC6-0FE6-405E-A360-0145B9E3709A,C6A3FACE-0CD0-4A0A-B4AB-390FE8B3A3AE,8391,NM-04914,?,,210.0,210.0,A,1963-02-08 00:00:00.000,A,Port with electric cable.  (USGS WLs reported bgs.),1.0,0.75,,,Driller_7081fe79,,ConstructionNotes_ed6056a4,U,,110AVMB,,WaterNotes_0bc0144d,C,D,StatusUserNotes_6f35cbb3,X,0.0,0.0,0.0,USGS,Notes_30c2fe48,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5EBAE
3C962801-E415-424D-858F-04A059C74F4C,E7B9BE40-2372-44F9-BD0C-393B44A052F5,29302,NM-25825,,,1300.0,1300.0,A,1953-02-07 00:00:00.000,A,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,211CLFHV,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EBCA
403E27DA-66A3-425D-9254-00E4E1A3A77D,78FA688D-4959-4F09-85F9-396651DF93E6,17036,NM-13559,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,D,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,H,0x000000001FF5EBE4
4FBE0818-3519-4C38-B35A-04057A067DBB,021D622F-7C0C-4904-89D6-39ABF29B19E4,1188,JM-024,LRG-06247,,535.0,535.0,D,,,TOC,1.48,0.98,,,Driller_9f3161df,,ConstructionNotes_ee8dc272,,,,400.0,WaterNotes_0bc0144d,A,X,StatusUserNotes_c2d37c21,,0.0,0.0,0.0,,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5EC11
630EAA5F-D944-7A45-8D69-05EA3C3F9F19,A6386693-72CF-004E-942F-39DE5A95716E,38152,WL-0088,X,,,,,,,Top of PVC sticking out of TOC,2.6,1.0,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110ALVM/121GILA,,WaterNotes_49d81884,,P,StatusUserNotes_6f35cbb3,I,0.0,1.0,0.0,,Notes_e5df42c5,0.0,,MonitorStatusReason_c9915973,,,,0x00000000209B7990
48F0AB2F-D782-4DBE-B1EB-02AA2D157BEB,50FB9E48-E901-4C37-AFAB-3A16BD61EC1F,35112,ED-0125,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,1.0,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,"GW3: Geology and Ground-Water Resources of Eddy County, NM (1952) G.E. Hendrickson & R.S. Jones, NM Bureau of Geology",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5EC5D
098008F9-8C05-4B9A-927A-050DDDBA83DF,6050E7AA-0C9A-4A13-87D2-3A4FEBB7E78C,22988,NM-19511,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,231SNRS,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EC7B
E0B4A3F0-3583-5142-8E4A-02B67E94EDBC,06462043-CC88-2848-99DB-3A8C0C0B51A8,38283,NM-28324,RG-77208,,245.0,245.0,D,2002-06-10 00:00:00.000,D,MP set to zero for calculated fields. Actual MP height may not be zero.,0.0,,245.0,,Driller_598bd85b,H,ConstructionNotes_08d4810a,,,,28.0,WaterNotes_06fed5f2,,,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,TSWCD,Notes_395ea758,0.0,NM28324.pdf,MonitorStatusReason_c9915973,,,,0x000000002666E809
42180480-757D-466B-9E4C-03F747082FF3,538195D4-4C22-43A9-AA97-3A9A0B45D4E7,6943,BC-0075,S-01058 X,,170.0,170.0,R,1990-04-27 00:00:00.000,D,,1.28,0.42,170.0,,Driller_f5b8b38a,A,ConstructionNotes_420b0c84,,,231CHNL,80.0,WaterNotes_c745bb62,,,StatusUserNotes_6f35cbb3,H,0.0,0.0,0.0,"Bernalillo County, Sara Chudnoff",Notes_395ea758,0.0,BC0075.pdf,MonitorStatusReason_c9915973,,,,0x000000002666E354
1DA9E103-6DB5-4293-9F7F-014AD2BC3AAA,0889465A-8D27-4237-AF5D-3AE036B49FE9,37137,NM-28064,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,O,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,O,,0x000000001FF5ECCF
DD5E9D08-7B52-4565-A79B-01AA53427178,65BE6F4A-68BD-4CB7-B2F6-3B16850EBB98,22220,NM-18743,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5ECEE
9C78D976-1FF4-407E-AD97-03A9E2C7FE26,94642281-0287-4ABF-A1FC-3B16E5729F61,155,EB-156,exempt,,350.0,350.0,G,1994-04-20 00:00:00.000,G,Top of 1-in monitor tube inside stand pipe,2.83,0.333,350.0,,Driller_d421c01d,,ConstructionNotes_08d4810a,U,,121TSUQs,310.0,WaterNotes_0bc0144d,I,O,StatusUserNotes_adfb9370,,0.0,0.0,0.0,CDM completion log to NMED SW Bureau,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5ECEF
D2681B6A-0FF9-42FE-B36F-04733ADB17E7,9FC7A799-62D3-4BAA-A0BA-3B37B6BE9A1C,5404,NM-02467,,,,190.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,312RSLR,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5ECFB
D8888823-3217-4D54-B376-0366ECF4AD92,96BD6D37-FC8A-4DD6-A59A-3B4F589A4866,8550,NM-05073,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,U,U,0x000000001FF5ED09
224AD575-C404-43AF-93B6-002282E5DCA9,210860FC-15F0-46FF-B701-3BC46B4FD2FC,6065,NM-03128,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5ED42
83204168-2AE8-4DDA-BEDB-0324E5ABA957,50EE0582-3604-4E31-9034-3BCDA32FE8D0,32491,SD-0227,X,,148.0,148.0,R,,,WLs assumed bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,050QUAL,,WaterNotes_0bc0144d,,D,,,0.0,0.0,0.0,"HR5: Groundwater in the Sandia and Northern Manzano Mtns, NM (1980) Frank B. Titus, NM Bureau of Geology",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5ED47
81B0F411-F81D-4A7E-B001-05F1183C55C8,653568A9-BB4B-4150-B569-3C26D747A815,25735,NM-22258,,,,159.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,X,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,U,0x000000001FF5ED75
C451A224-95FD-47E2-9E04-03B973B0F5DE,D6E5B4B1-A70D-4E46-AA3A-3C5FCB4E9911,17727,NM-14250,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5ED8F
B51BCA7C-1A14-4BF4-8F9E-01F9D46AE9F5,0667163B-0276-4FF5-A07B-3CD5CAB71B78,21684,NM-18207,,,,,,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EDDA
13DAC86D-E087-4F4C-98CD-02062489E167,7FFBB05E-CEF2-4E69-B249-3D1F90EEDCC7,11943,NM-08466,,,,177.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5EE02
89894E25-49B0-4988-B31D-03F01A54BC4B,BE07AE27-D0D0-4523-9541-3D33F38ED2CD,21010,NM-17533,,,,80.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,110AVMB,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EE0F
D89D46EA-E275-4F09-9DC0-017EA7D97BBE,7A40B83D-F49D-4632-A324-3D3952DF0CC0,22621,NM-19144,,,,406.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,121OGLL,,WaterNotes_0bc0144d,,I,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,I,0x000000001FF5EE12
B9D998E9-2E24-43DF-A8F9-0185D0802923,A2BC715D-BBA9-4267-8D86-3D467234DE98,40067,BC-0363,,,,260.0,R,,,MP height from Bernalillo County. No description provided.,1.45,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,325MDER,,WaterNotes_0bc0144d,,,StatusUserNotes_6f35cbb3,H,0.0,0.0,0.0,Bernalillo County,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x00000000216E3352
653F7300-0368-497F-8574-0467DD65156D,F004C6F5-246D-4F15-AFF2-3D6B193F37E4,19492,NM-16015,,,,100.0,A,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,210CRCS,,WaterNotes_0bc0144d,,L,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,USGS,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,W,S,0x000000001FF5EE36
82A03099-1BD5-4AF4-B162-018DCF07AB21,1AE8C119-93BD-4177-92E9-3D857A44042C,2397,AH-081,RG-64562,,480.0,480.0,D,1997-01-22 00:00:00.000,D,,,,,,Driller_fdb64a71,,ConstructionNotes_08d4810a,,,,390.0,WaterNotes_0bc0144d,,,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,Taos Soil & Water Conservation District,Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5EE3F
B24D4446-A7A4-4B55-9764-04D1FEAD0BC5,9CD6687A-0FD2-42F8-A5BF-3D9204C329E9,33897,BW-0707,,,,122.0,R,,,WLs reported bgs. Entered zero for mp height for calculated fields. Actual MP height may not be zero.,0.0,0.5,,,Driller_7081fe79,,ConstructionNotes_08d4810a,,,313SADR,,WaterNotes_66a381b7,,S,StatusUserNotes_6f35cbb3,,0.0,0.0,0.0,"Hood, J.W. and Kister, L.R. (1962) Saline-Water Resources of NM. USGS Water-Supply Paper 1601",Notes_395ea758,0.0,,MonitorStatusReason_c9915973,,,,0x000000001FF5EE4B
